# tracer: function_graph
#
# CPU  DURATION                  FUNCTION CALLS
# |     |   |                     |   |   |   |
 0)               |  __x64_sys_openat() {
 0)   0.551 us    |                              }
 0)               |                              ext4_set_inode_flags() {
 0)   0.220 us    |                                ext4_inode_journal_mode();
 0)   0.191 us    |                                inode_set_flags();
 0)   0.981 us    |                              }
 0)               |                              insert_inode_locked() {
 0)   0.190 us    |                                _raw_spin_lock();
 0)   0.181 us    |                                _raw_spin_lock();
 0)   1.363 us    |                              }
 0)               |                              crypto_shash_update() {
 0)   0.190 us    |                                crc32c_pcl_intel_update();
 0)   0.822 us    |                              }
 0)               |                              crypto_shash_update() {
 0)   0.261 us    |                                crc32c_pcl_intel_update();
 0)   0.751 us    |                              }
 0)   0.251 us    |                              dquot_alloc_inode();
 0)               |                              ext4_init_acl() {
 0)               |                                posix_acl_create() {
 0)               |                                  get_cached_acl() {
 0)   0.190 us    |                                    rcu_read_unlock_strict();
 0)   0.551 us    |                                  }
 0)   0.220 us    |                                  current_umask();
 0)   1.332 us    |                                }
 0)   1.794 us    |                              }
 0)               |                              ext4_init_security() {
 0)               |                                security_inode_init_security() {
 0)   0.190 us    |                                  apparmor_inode_init_security();
 0)   0.581 us    |                                }
 0)   0.942 us    |                              }
 0)               |                              ext4_ext_tree_init() {
 0)               |                                __ext4_mark_inode_dirty() {
 0)               |                                  __cond_resched() {
 0)   0.180 us    |                                    rcu_all_qs();
 0)   0.541 us    |                                  }
 0)               |                                  ext4_reserve_inode_write() {
 0)               |                                    ext4_get_inode_loc() {
 0)               |                                      __ext4_get_inode_loc() {
 0)               |                                        ext4_get_group_desc() {
 0)   0.180 us    |                                          rcu_read_unlock_strict();
 0)   0.542 us    |                                        }
 0)   0.180 us    |                                        ext4_inode_table();
 0)               |                                        __getblk_gfp() {
 0)               |                                          __find_get_block() {
 0)   0.180 us    |                                            mark_page_accessed();
 0)   0.581 us    |                                          }
 0)               |                                          __cond_resched() {
 0)   0.190 us    |                                            rcu_all_qs();
 0)   0.541 us    |                                          }
 0)   1.652 us    |                                        }
 0)   3.106 us    |                                      }
 0)   3.476 us    |                                    }
 0)               |                                    __ext4_journal_get_write_access() {
 0)               |                                      __cond_resched() {
 0)   0.201 us    |                                        rcu_all_qs();
 0)   0.551 us    |                                      }
 0)               |                                      jbd2_journal_get_write_access() {
 0)               |                                        jbd2_write_access_granted.part.0() {
 0)   0.190 us    |                                          rcu_read_unlock_strict();
 0)   0.550 us    |                                        }
 0)   0.912 us    |                                      }
 0)   2.004 us    |                                    }
 0)   6.022 us    |                                  }
 0)               |                                  ext4_mark_iloc_dirty() {
 0)               |                                    ext4_fc_track_inode() {
 0)   0.220 us    |                                      ext4_inode_journal_mode();
 0)   0.200 us    |                                      ext4_fc_track_template();
 0)   0.972 us    |                                    }
 0)               |                                    ext4_do_update_inode.isra.0() {
 0)   0.191 us    |                                      _raw_spin_lock();
 0)               |                                      from_kuid() {
 0)   0.201 us    |                                        map_id_up();
 0)   0.561 us    |                                      }
 0)               |                                      from_kgid() {
 0)   0.190 us    |                                        map_id_up();
 0)   0.552 us    |                                      }
 0)               |                                      from_kprojid() {
 0)   0.190 us    |                                        map_id_up();
 0)   0.551 us    |                                      }
 0)               |                                      ext4_inode_csum_set() {
 0)               |                                        ext4_inode_csum() {
 0)               |                                          crypto_shash_update() {
 0)   0.191 us    |                                            crc32c_pcl_intel_update();
 0)   0.561 us    |                                          }
 0)               |                                          crypto_shash_update() {
 0)   0.190 us    |                                            crc32c_pcl_intel_update();
 0)   0.551 us    |                                          }
 0)               |                                          crypto_shash_update() {
 0)   0.191 us    |                                            crc32c_pcl_intel_update();
 0)   0.561 us    |                                          }
 0)               |                                          crypto_shash_update() {
 0)   0.180 us    |                                            crc32c_pcl_intel_update();
 0)   0.551 us    |                                          }
 0)               |                                          crypto_shash_update() {
 0)   0.180 us    |                                            crc32c_pcl_intel_update();
 0)   0.550 us    |                                          }
 0)               |                                          crypto_shash_update() {
 0)   0.190 us    |                                            crc32c_pcl_intel_update();
 0)   0.551 us    |                                          }
 0)   4.579 us    |                                        }
 0)   4.939 us    |                                      }
 0)               |                                      __ext4_handle_dirty_metadata() {
 0)               |                                        __cond_resched() {
 0)   0.190 us    |                                          rcu_all_qs();
 0)   0.551 us    |                                        }
 0)   0.190 us    |                                        jbd2_journal_dirty_metadata();
 0)   1.282 us    |                                      }
 0)   0.180 us    |                                      __brelse();
 0)   9.758 us    |                                    }
 0) + 11.281 us   |                                  }
 0) + 18.846 us   |                                }
 0) + 19.206 us   |                              }
 0)               |                              __ext4_mark_inode_dirty() {
 0)               |                                __cond_resched() {
 0)   0.180 us    |                                  rcu_all_qs();
 0)   0.541 us    |                                }
 0)               |                                ext4_reserve_inode_write() {
 0)               |                                  ext4_get_inode_loc() {
 0)               |                                    __ext4_get_inode_loc() {
 0)               |                                      ext4_get_group_desc() {
 0)   0.190 us    |                                        rcu_read_unlock_strict();
 0)   0.551 us    |                                      }
 0)   0.180 us    |                                      ext4_inode_table();
 0)               |                                      __getblk_gfp() {
 0)               |                                        __find_get_block() {
 0)   0.191 us    |                                          mark_page_accessed();
 0)   0.571 us    |                                        }
 0)               |                                        __cond_resched() {
 0)   0.190 us    |                                          rcu_all_qs();
 0)   0.551 us    |                                        }
 0)   1.653 us    |                                      }
 0)   3.096 us    |                                    }
 0)   3.456 us    |                                  }
 0)               |                                  __ext4_journal_get_write_access() {
 0)               |                                    __cond_resched() {
 0)   0.190 us    |                                      rcu_all_qs();
 0)   0.551 us    |                                    }
 0)               |                                    jbd2_journal_get_write_access() {
 0)               |                                      jbd2_write_access_granted.part.0() {
 0)   0.190 us    |                                        rcu_read_unlock_strict();
 0)   0.561 us    |                                      }
 0)   0.912 us    |                                    }
 0)   2.003 us    |                                  }
 0)   5.991 us    |                                }
 0)               |                                ext4_mark_iloc_dirty() {
 0)               |                                  ext4_fc_track_inode() {
 0)   0.191 us    |                                    ext4_inode_journal_mode();
 0)   0.191 us    |                                    ext4_fc_track_template();
 0)   0.912 us    |                                  }
 0)               |                                  ext4_do_update_inode.isra.0() {
 0)   0.191 us    |                                    _raw_spin_lock();
 0)               |                                    from_kuid() {
 0)   0.190 us    |                                      map_id_up();
 0)   0.551 us    |                                    }
 0)               |                                    from_kgid() {
 0)   0.190 us    |                                      map_id_up();
 0)   0.902 us    |                                    }
 0)               |                                    from_kprojid() {
 0)   0.250 us    |                                      map_id_up();
 0)   0.612 us    |                                    }
 0)               |                                    ext4_inode_csum_set() {
 0)               |                                      ext4_inode_csum() {
 0)               |                                        crypto_shash_update() {
 0)   0.200 us    |                                          crc32c_pcl_intel_update();
 0)   0.561 us    |                                        }
 0)               |                                        crypto_shash_update() {
 0)   0.181 us    |                                          crc32c_pcl_intel_update();
 0)   0.551 us    |                                        }
 0)               |                                        crypto_shash_update() {
 0)   0.190 us    |                                          crc32c_pcl_intel_update();
 0)   0.550 us    |                                        }
 0)               |                                        crypto_shash_update() {
 0)   0.181 us    |                                          crc32c_pcl_intel_update();
 0)   0.551 us    |                                        }
 0)               |                                        crypto_shash_update() {
 0)   0.190 us    |                                          crc32c_pcl_intel_update();
 0)   0.551 us    |                                        }
 0)               |                                        crypto_shash_update() {
 0)   0.201 us    |                                          crc32c_pcl_intel_update();
 0)   0.561 us    |                                        }
 0)   4.559 us    |                                      }
 0)   4.919 us    |                                    }
 0)               |                                    __ext4_handle_dirty_metadata() {
 0)               |                                      __cond_resched() {
 0)   0.191 us    |                                        rcu_all_qs();
 0)   0.551 us    |                                      }
 0)   0.191 us    |                                      jbd2_journal_dirty_metadata();
 0)   1.282 us    |                                    }
 0)   0.181 us    |                                    __brelse();
 0) + 10.079 us   |                                  }
 0) + 11.521 us   |                                }
 0) + 18.766 us   |                              }
 0)   3.326 us    |                              __brelse();
 0) ! 107.241 us  |                            }
 0)               |                            ext4_set_aops() {
 0)   0.201 us    |                              ext4_inode_journal_mode();
 0)   0.591 us    |                            }
 0)               |                            ext4_add_nondir() {
 0)               |                              ext4_add_entry() {
 0)   0.191 us    |                                fscrypt_setup_filename();
 0)   0.180 us    |                                ext4_fname_setup_ci_filename();
 0)               |                                __ext4_read_dirblock() {
 0)               |                                  ext4_bread() {
 0)               |                                    ext4_getblk() {
 0)               |                                      ext4_map_blocks() {
 0)               |                                        ext4_es_lookup_extent() {
 0)   0.191 us    |                                          _raw_read_lock();
 0)   0.561 us    |                                        }
 0)               |                                        __check_block_validity.constprop.0() {
 0)               |                                          ext4_inode_block_valid() {
 0)               |                                            ext4_sb_block_valid() {
 0)   0.200 us    |                                              rcu_read_unlock_strict();
 0)   0.581 us    |                                            }
 0)   0.952 us    |                                          }
 0)   1.302 us    |                                        }
 0)   2.425 us    |                                      }
 0)               |                                      __getblk_gfp() {
 0)               |                                        __find_get_block() {
 0)   0.190 us    |                                          mark_page_accessed();
 0)   0.581 us    |                                        }
 0)               |                                        __cond_resched() {
 0)   0.180 us    |                                          rcu_all_qs();
 0)   0.552 us    |                                        }
 0)   1.663 us    |                                      }
 0)   4.619 us    |                                    }
 0)   4.979 us    |                                  }
 0)   5.360 us    |                                }
 0)               |                                add_dirent_to_buf() {
 0)               |                                  ext4_find_dest_de() {
 0)   0.200 us    |                                    __ext4_check_dir_entry();
 0)               |                                    ext4_match.part.0() {
 0)   0.190 us    |                                      fscrypt_match_name();
 0)   0.561 us    |                                    }
 0)   0.190 us    |                                    __ext4_check_dir_entry();
 0)               |                                    ext4_match.part.0() {
 0)   0.191 us    |                                      fscrypt_match_name();
 0)   0.551 us    |                                    }
 0)   2.404 us    |                                  }
 0)               |                                  __ext4_journal_get_write_access() {
 0)               |                                    __cond_resched() {
 0)   0.181 us    |                                      rcu_all_qs();
 0)   0.541 us    |                                    }
 0)               |                                    jbd2_journal_get_write_access() {
 0)               |                                      jbd2_write_access_granted.part.0() {
 0)   0.190 us    |                                        rcu_read_unlock_strict();
 0)   0.552 us    |                                      }
 0)   0.912 us    |                                    }
 0)   1.994 us    |                                  }
 0)   0.211 us    |                                  ext4_insert_dentry();
 0)               |                                  current_time() {
 0)   0.191 us    |                                    ktime_get_coarse_real_ts64();
 0)   0.902 us    |                                  }
 0)               |                                  __ext4_mark_inode_dirty() {
 0)               |                                    __cond_resched() {
 0)   0.231 us    |                                      rcu_all_qs();
 0)   0.682 us    |                                    }
 0)               |                                    ext4_reserve_inode_write() {
 0)               |                                      ext4_get_inode_loc() {
 0)               |                                        __ext4_get_inode_loc() {
 0)               |                                          ext4_get_group_desc() {
 0)   0.191 us    |                                            rcu_read_unlock_strict();
 0)   0.561 us    |                                          }
 0)   0.191 us    |                                          ext4_inode_table();
 0)               |                                          __getblk_gfp() {
 0)               |                                            __find_get_block() {
 0)   0.190 us    |                                              mark_page_accessed();
 0)   0.551 us    |                                            }
 0)               |                                            __cond_resched() {
 0)   0.190 us    |                                              rcu_all_qs();
 0)   0.552 us    |                                            }
 0)   1.633 us    |                                          }
 0)   3.176 us    |                                        }
 0)   3.596 us    |                                      }
 0)               |                                      __ext4_journal_get_write_access() {
 0)               |                                        __cond_resched() {
 0)   0.191 us    |                                          rcu_all_qs();
 0)   0.551 us    |                                        }
 0)               |                                        jbd2_journal_get_write_access() {
 0)               |                                          jbd2_write_access_granted.part.0() {
 0)   0.191 us    |                                            rcu_read_unlock_strict();
 0)   0.551 us    |                                          }
 0)   0.912 us    |                                        }
 0)   2.003 us    |                                      }
 0)   6.192 us    |                                    }
 0)               |                                    ext4_mark_iloc_dirty() {
 0)   0.190 us    |                                      ext4_fc_track_inode();
 0)               |                                      ext4_do_update_inode.isra.0() {
 0)   0.190 us    |                                        _raw_spin_lock();
 0)               |                                        from_kuid() {
 0)   0.180 us    |                                          map_id_up();
 0)   0.561 us    |                                        }
 0)               |                                        from_kgid() {
 0)   0.191 us    |                                          map_id_up();
 0)   0.551 us    |                                        }
 0)               |                                        from_kprojid() {
 0)   0.191 us    |                                          map_id_up();
 0)   0.551 us    |                                        }
 0)               |                                        ext4_inode_csum_set() {
 0)               |                                          ext4_inode_csum() {
 0)               |                                            crypto_shash_update() {
 0)   0.200 us    |                                              crc32c_pcl_intel_update();
 0)   0.571 us    |                                            }
 0)               |                                            crypto_shash_update() {
 0)   0.180 us    |                                              crc32c_pcl_intel_update();
 0)   0.550 us    |                                            }
 0)               |                                            crypto_shash_update() {
 0)   0.191 us    |                                              crc32c_pcl_intel_update();
 0)   0.551 us    |                                            }
 0)               |                                            crypto_shash_update() {
 0)   0.190 us    |                                              crc32c_pcl_intel_update();
 0)   0.551 us    |                                            }
 0)               |                                            crypto_shash_update() {
 0)   0.180 us    |                                              crc32c_pcl_intel_update();
 0)   0.551 us    |                                            }
 0)               |                                            crypto_shash_update() {
 0)   0.191 us    |                                              crc32c_pcl_intel_update();
 0)   0.551 us    |                                            }
 0)   4.559 us    |                                          }
 0)   4.929 us    |                                        }
 0)               |                                        __ext4_handle_dirty_metadata() {
 0)               |                                          __cond_resched() {
 0)   0.190 us    |                                            rcu_all_qs();
 0)   0.552 us    |                                          }
 0)   0.200 us    |                                          jbd2_journal_dirty_metadata();
 0)   1.283 us    |                                        }
 0)   0.190 us    |                                        __brelse();
 0)   9.719 us    |                                      }
 0) + 10.450 us   |                                    }
 0) + 18.144 us   |                                  }
 0)               |                                  ext4_handle_dirty_dirblock() {
 0)               |                                    crypto_shash_update() {
 0)               |                                      crc32c_pcl_intel_update() {
 0)   0.190 us    |                                        irq_fpu_usable();
 0)               |                                        kernel_fpu_begin_mask() {
 0)   0.191 us    |                                          irq_fpu_usable();
 0)   0.551 us    |                                        }
 0)   0.181 us    |                                        kernel_fpu_end();
 0)   2.014 us    |                                      }
 0)   2.374 us    |                                    }
 0)               |                                    __ext4_handle_dirty_metadata() {
 0)               |                                      __cond_resched() {
 0)   0.180 us    |                                        rcu_all_qs();
 0)   0.541 us    |                                      }
 0)   0.642 us    |                                      jbd2_journal_dirty_metadata();
 0)   1.724 us    |                                    }
 0)   4.628 us    |                                  }
 0) + 30.016 us   |                                }
 0)   0.190 us    |                                kfree();
 0)   0.191 us    |                                kfree();
 0)   0.191 us    |                                __brelse();
 0) + 37.781 us   |                              }
 0)               |                              __ext4_mark_inode_dirty() {
 0)               |                                __cond_resched() {
 0)   0.180 us    |                                  rcu_all_qs();
 0)   0.541 us    |                                }
 0)               |                                ext4_reserve_inode_write() {
 0)               |                                  ext4_get_inode_loc() {
 0)               |                                    __ext4_get_inode_loc() {
 0)               |                                      ext4_get_group_desc() {
 0)   0.181 us    |                                        rcu_read_unlock_strict();
 0)   0.541 us    |                                      }
 0)   0.180 us    |                                      ext4_inode_table();
 0)               |                                      __getblk_gfp() {
 0)               |                                        __find_get_block() {
 0)   0.190 us    |                                          mark_page_accessed();
 0)   0.562 us    |                                        }
 0)               |                                        __cond_resched() {
 0)   0.190 us    |                                          rcu_all_qs();
 0)   0.551 us    |                                        }
 0)   1.643 us    |                                      }
 0)   3.086 us    |                                    }
 0)   3.447 us    |                                  }
 0)               |                                  __ext4_journal_get_write_access() {
 0)               |                                    __cond_resched() {
 0)   0.180 us    |                                      rcu_all_qs();
 0)   0.541 us    |                                    }
 0)               |                                    jbd2_journal_get_write_access() {
 0)               |                                      jbd2_write_access_granted.part.0() {
 0)   0.181 us    |                                        rcu_read_unlock_strict();
 0)   0.541 us    |                                      }
 0)   0.901 us    |                                    }
 0)   1.994 us    |                                  }
 0)   5.991 us    |                                }
 0)               |                                ext4_mark_iloc_dirty() {
 0)               |                                  ext4_fc_track_inode() {
 0)   0.191 us    |                                    ext4_inode_journal_mode();
 0)   0.190 us    |                                    ext4_fc_track_template();
 0)   0.922 us    |                                  }
 0)               |                                  ext4_do_update_inode.isra.0() {
 0)   0.191 us    |                                    _raw_spin_lock();
 0)               |                                    from_kuid() {
 0)   0.180 us    |                                      map_id_up();
 0)   0.541 us    |                                    }
 0)               |                                    from_kgid() {
 0)   0.181 us    |                                      map_id_up();
 0)   0.541 us    |                                    }
 0)               |                                    from_kprojid() {
 0)   0.190 us    |                                      map_id_up();
 0)   0.552 us    |                                    }
 0)               |                                    ext4_inode_csum_set() {
 0)               |                                      ext4_inode_csum() {
 0)               |                                        crypto_shash_update() {
 0)   0.190 us    |                                          crc32c_pcl_intel_update();
 0)   0.561 us    |                                        }
 0)               |                                        crypto_shash_update() {
 0)   0.191 us    |                                          crc32c_pcl_intel_update();
 0)   0.551 us    |                                        }
 0)               |                                        crypto_shash_update() {
 0)   0.190 us    |                                          crc32c_pcl_intel_update();
 0)   0.550 us    |                                        }
 0)               |                                        crypto_shash_update() {
 0)   0.190 us    |                                          crc32c_pcl_intel_update();
 0)   0.551 us    |                                        }
 0)               |                                        crypto_shash_update() {
 0)   0.190 us    |                                          crc32c_pcl_intel_update();
 0)   0.551 us    |                                        }
 0)               |                                        crypto_shash_update() {
 0)   0.190 us    |                                          crc32c_pcl_intel_update();
 0)   0.561 us    |                                        }
 0)   4.559 us    |                                      }
 0)   4.919 us    |                                    }
 0)               |                                    __ext4_handle_dirty_metadata() {
 0)               |                                      __cond_resched() {
 0)   0.181 us    |                                        rcu_all_qs();
 0)   0.541 us    |                                      }
 0)   0.191 us    |                                      jbd2_journal_dirty_metadata();
 0)   1.272 us    |                                    }
 0)   0.191 us    |                                    __brelse();
 0)   9.658 us    |                                  }
 0) + 11.121 us   |                                }
 0) + 18.355 us   |                              }
 0)               |                              d_instantiate_new() {
 0)               |                                security_d_instantiate() {
 0)               |                                  apparmor_d_instantiate() {
 0)   0.190 us    |                                    _raw_spin_lock();
 0)   0.621 us    |                                  }
 0)   1.463 us    |                                }
 0)   0.191 us    |                                _raw_spin_lock();
 0)               |                                __d_instantiate() {
 0)   0.281 us    |                                  d_flags_for_inode();
 0)   0.191 us    |                                  _raw_spin_lock();
 0)   1.032 us    |                                }
 0)   0.281 us    |                                wake_up_bit();
 0)   3.897 us    |                              }
 0) + 63.891 us   |                            }
 0)               |                            ext4_fc_track_create() {
 0)   0.190 us    |                              __ext4_fc_track_create();
 0)   0.561 us    |                            }
 0)               |                            __ext4_journal_stop() {
 0)               |                              jbd2_journal_stop() {
 0)               |                                stop_this_handle() {
 0)               |                                  __wake_up() {
 0)               |                                    __wake_up_common_lock() {
 0)   0.190 us    |                                      _raw_spin_lock_irqsave();
 0)   0.190 us    |                                      __wake_up_common();
 0)   0.201 us    |                                      _raw_spin_unlock_irqrestore();
 0)   1.302 us    |                                    }
 0)   1.654 us    |                                  }
 0)   2.014 us    |                                }
 0)   0.231 us    |                                kmem_cache_free();
 0)   2.795 us    |                              }
 0)   3.166 us    |                            }
 0) ! 177.754 us  |                          }
 0)   0.210 us    |                          fsnotify();
 0) ! 183.814 us  |                        }
 0) ! 184.216 us  |                      }
 0)   0.201 us    |                      ovl_path_type [overlay]();
 0)               |                      ovl_instantiate [overlay]() {
 0)               |                        ovl_dir_modified [overlay]() {
 0)   0.331 us    |                          ovl_copyattr [overlay]();
 0)   0.941 us    |                        }
 0)   0.280 us    |                        ovl_dentry_set_upper_alias [overlay]();
 0)               |                        ovl_dentry_init_reval [overlay]() {
 0)               |                          ovl_dentry_init_flags [overlay]() {
 0)   0.181 us    |                            _raw_spin_lock();
 0)   0.561 us    |                          }
 0)   0.932 us    |                        }
 0)               |                        ovl_get_inode [overlay]() {
 0)               |                          inode_insert5() {
 0)   0.190 us    |                            _raw_spin_lock();
 0)   0.301 us    |                            find_inode();
 0)   0.231 us    |                            ovl_inode_set [overlay]();
 0)   0.241 us    |                            _raw_spin_lock();
 0)   2.525 us    |                          }
 0)   0.250 us    |                          set_nlink();
 0)   0.190 us    |                          ovl_fill_inode [overlay]();
 0)               |                          ovl_inode_init [overlay]() {
 0)   0.190 us    |                            ovl_inode_real [overlay]();
 0)   0.190 us    |                            ovl_copyattr [overlay]();
 0)   0.191 us    |                            inode_set_flags();
 0)   1.332 us    |                          }
 0)   0.191 us    |                          ovl_check_dir_xattr [overlay]();
 0)               |                          ovl_check_protattr [overlay]() {
 0)               |                            vfs_getxattr() {
 0)               |                              xattr_permission() {
 0)               |                                capable() {
 0)               |                                  security_capable() {
 0)   0.181 us    |                                    cap_capable();
 0)   0.190 us    |                                    apparmor_capable();
 0)   0.972 us    |                                  }
 0)   1.343 us    |                                }
 0)   1.853 us    |                              }
 0)   0.190 us    |                              security_inode_getxattr();
 0)   0.250 us    |                              xattr_resolve_name();
 0)               |                              ext4_xattr_trusted_get() {
 0)               |                                ext4_xattr_get() {
 0)               |                                  down_read() {
 0)               |                                    __cond_resched() {
 0)   0.190 us    |                                      rcu_all_qs();
 0)   0.552 us    |                                    }
 0)   0.922 us    |                                  }
 0)   0.190 us    |                                  ext4_xattr_ibody_get();
 0)   0.200 us    |                                  ext4_xattr_block_get();
 0)   0.180 us    |                                  up_read();
 0)   2.474 us    |                                }
 0)   2.856 us    |                              }
 0)   6.101 us    |                            }
 0)   6.582 us    |                          }
 0)               |                          unlock_new_inode() {
 0)   0.181 us    |                            _raw_spin_lock();
 0)   0.280 us    |                            wake_up_bit();
 0)   1.362 us    |                          }
 0) + 14.217 us   |                        }
 0)               |                        d_instantiate() {
 0)               |                          security_d_instantiate() {
 0)               |                            apparmor_d_instantiate() {
 0)   0.190 us    |                              _raw_spin_lock();
 0)   0.781 us    |                            }
 0)   1.153 us    |                          }
 0)   0.190 us    |                          _raw_spin_lock();
 0)               |                          __d_instantiate() {
 0)   0.270 us    |                            d_flags_for_inode();
 0)   0.180 us    |                            _raw_spin_lock();
 0)   1.031 us    |                          }
 0)   3.106 us    |                        }
 0) + 20.709 us   |                      }
 0)   0.191 us    |                      up_write();
 0) ! 237.005 us  |                    }
 0)               |                    revert_creds() {
 0)               |                      __put_cred() {
 0)               |                        call_rcu() {
 0)               |                          __call_rcu() {
 0)   0.190 us    |                            rcu_segcblist_enqueue();
 0)   0.571 us    |                          }
 0)   0.942 us    |                        }
 0)   1.312 us    |                      }
 0)   1.683 us    |                    }
 0) # 1659.193 us |                  }
 0)               |                  ovl_drop_write [overlay]() {
 0)   0.190 us    |                    mnt_drop_write();
 0)   0.662 us    |                  }
 0) # 1687.706 us |                }
 0) # 1688.247 us |              }
 0) # 1725.297 us |            }
 0)   0.180 us    |            up_write();
 0)   0.381 us    |            mnt_drop_write();
 0)               |            dput() {
 0)               |              __cond_resched() {
 0)   0.190 us    |                rcu_all_qs();
 0)   0.551 us    |              }
 0)   0.181 us    |              rcu_read_unlock_strict();
 0)   1.282 us    |            }
 0) # 1737.250 us |          }
 0)               |          do_open() {
 0)               |            may_open() {
 0)               |              inode_permission() {
 0)               |                ovl_permission [overlay]() {
 0)   0.181 us    |                  ovl_inode_upper [overlay]();
 0)   0.191 us    |                  generic_permission();
 0)               |                  ovl_override_creds [overlay]() {
 0)   0.181 us    |                    override_creds();
 0)   0.551 us    |                  }
 0)               |                  inode_permission() {
 0)   0.190 us    |                    _raw_spin_lock();
 0)   0.190 us    |                    generic_permission();
 0)   0.190 us    |                    security_inode_permission();
 0)   1.293 us    |                  }
 0)   0.190 us    |                  revert_creds();
 0)   3.507 us    |                }
 0)   0.190 us    |                security_inode_permission();
 0)   4.268 us    |              }
 0)   4.638 us    |            }
 0)               |            vfs_open() {
 0)               |              do_dentry_open() {
 0)               |                path_get() {
 0)   0.191 us    |                  mntget();
 0)   0.581 us    |                }
 0)   0.201 us    |                __mnt_want_write();
 0)   0.201 us    |                try_module_get();
 0)               |                security_file_open() {
 0)   0.310 us    |                  hook_file_open();
 0)               |                  apparmor_file_open() {
 0)               |                    aa_path_perm() {
 0)               |                      aa_get_buffer() {
 0)   0.782 us    |                        _raw_spin_lock();
 0)   1.352 us    |                      }
 0)   0.200 us    |                      aa_label_next_confined();
 0)               |                      path_name() {
 0)               |                        aa_path_name() {
 0)               |                          d_namespace_path.constprop.0() {
 0)               |                            d_absolute_path() {
 0)               |                              prepend_path() {
 0)               |                                prepend() {
 0)               |                                  prepend_copy() {
 0)               |                                    copy_from_kernel_nofault() {
 0)   0.190 us    |                                      copy_from_kernel_nofault_allowed();
 0)   0.581 us    |                                    }
 0)   0.951 us    |                                  }
 0)   1.313 us    |                                }
 0)               |                                prepend() {
 0)               |                                  prepend_copy() {
 0)               |                                    copy_from_kernel_nofault() {
 0)   0.191 us    |                                      copy_from_kernel_nofault_allowed();
 0)   0.561 us    |                                    }
 0)   1.282 us    |                                  }
 0)   1.643 us    |                                }
 0)   0.190 us    |                                rcu_read_unlock_strict();
 0)   0.180 us    |                                rcu_read_unlock_strict();
 0)   4.618 us    |                              }
 0)   5.010 us    |                            }
 0)   0.301 us    |                            our_mnt();
 0)   0.190 us    |                            our_mnt();
 0)   6.252 us    |                          }
 0)   6.622 us    |                        }
 0)   7.004 us    |                      }
 0)               |                      __aa_path_perm() {
 0)   0.391 us    |                        aa_dfa_match();
 0)               |                        aa_compute_fperms() {
 0)   0.191 us    |                          map_old_perms();
 0)   0.181 us    |                          map_old_perms();
 0)   3.346 us    |                          map_old_perms();
 0)   4.999 us    |                        }
 0)   0.210 us    |                        aa_audit_file();
 0)   6.382 us    |                      }
 0)   0.200 us    |                      aa_label_next_confined();
 0)               |                      aa_put_buffer() {
 0)   0.190 us    |                        _raw_spin_lock();
 0)   0.561 us    |                      }
 0) + 16.992 us   |                    }
 0) + 17.443 us   |                  }
 0) + 18.725 us   |                }
 0)               |                ovl_open [overlay]() {
 0)   0.190 us    |                  ovl_d_real [overlay]();
 0)               |                  ovl_maybe_copy_up [overlay]() {
 0)               |                    ovl_already_copied_up [overlay]() {
 0)   0.201 us    |                      ovl_dentry_needs_data_copy_up [overlay]();
 0)   0.571 us    |                    }
 0)   0.942 us    |                  }
 0)   0.190 us    |                  ovl_inode_realdata [overlay]();
 0)               |                  ovl_open_realfile [overlay]() {
 0)               |                    ovl_override_creds [overlay]() {
 0)   0.181 us    |                      override_creds();
 0)   0.551 us    |                    }
 0)               |                    inode_permission() {
 0)   0.190 us    |                      generic_permission();
 0)   0.191 us    |                      security_inode_permission();
 0)   0.922 us    |                    }
 0)   0.180 us    |                    inode_owner_or_capable();
 0)   0.201 us    |                    ovl_path_real [overlay]();
 0)               |                    open_with_fake_path() {
 0)               |                      alloc_empty_file_noaccount() {
 0)               |                        __alloc_file() {
 0)               |                          kmem_cache_alloc() {
 0)               |                            __cond_resched() {
 0)   0.180 us    |                              rcu_all_qs();
 0)   0.551 us    |                            }
 0)   0.190 us    |                            should_failslab();
 0)   0.190 us    |                            rcu_read_unlock_strict();
